Name,Artist,year
Forever,Drake,2009.0
Obsessed,Mariah Carey,2009.0
Who Says,John Mayer,2009.0
Break Up,Mario,2009.0
Cowboy Casanova,Carrie Underwood,2009.0
Already Gone,Kelly Clarkson,2009.0
Sexy Chick,David Guetta,2009.0
Need You Now,Lady Antebellum,2009.0
One Time,Justin Bieber,2009.0
Say Hey,"Michael Franti, Spearhead",2008.0
Fallin' For You,Colbie Caillat,2009.0
Toes,Zac Brown Band,2008.0
I Can Transform Ya,Chris Brown,2009.0
Love Drunk,Boys Like Girls,2009.0
Hotel Room Service,Pitbull,2009.0
Throw It In The Bag,Fabolous,2009.0
Evacuate The Dancefloor,Cascada,2009.0
She Wolf,Shakira,2009.0
Good Girls Go Bad,Cobra Starship,2009.0
Successful,Drake,2009.0
Be On You,Flo Rida,2009.0
Drop It Low,Ester Dean,2009.0
Knock You Down,Keri Hilson,2009.0
Good Morning,Chamillionaire,2009.0
Best I Ever Had,Drake,2009.0
American Ride,Toby Keith,2009.0
Big Green Tractor,Jason Aldean,2009.0
I Know You Want Me,Pitbull,2009.0
Boom Boom Pow,The Black Eyed Peas,2009.0
Never Say Never,The Fray,2009.0
21 Guns,Green Day,2009.0
No Surprise,Daughtry,2009.0
Do I,Luke Bryan,2009.0
Welcome To The Future,Brad Paisley,2009.0
One Less Lonely Girl,Justin Bieber,2009.0
TiK ToK,Ke$ha,2010.0
Haven't Met You Yet,Michael Buble,2009.0
"Hey, Soul Sister",Train,2009.0
Funhouse,P!nk,2008.0
Doesn't Mean Anything,Alicia Keys,2009.0
Body Language,Jesse McCartney,2009.0
Uprising,Muse,2009.0
No Air,Glee Cast,2009.0
Starstrukk,3OH!3,2009.0
Fifteen,Taylor Swift,2008.0
Small Town USA,Justin Moore,2009.0
God In Me,Mary Mary,2008.0
It's My Life / Confessions Part II,Glee Cast,2010.0
La La La,LMFAO,2009.0
Runaway,Love And Theft,2009.0
Number One,R. Kelly,2009.0
Nobody,Wonder Girls,2008.0
Mama's Song,Carrie Underwood,2010.0
I Will Not Bow,Breaking Benjamin,2009.0
Red Light,David Nail,2009.0
I Wanna Make You Close Your Eyes,Dierks Bentley,2009.0
Under,Pleasure P,2009.0
Chances,Five For Fighting,2009.0
All The Right Moves,OneRepublic,2009.0
Bad Habits,Maxwell,2009.0
Kings And Queens,Thirty Seconds To Mars,2009.0
You're A Jerk,New Boyz,2009.0
Wheels,Foo Fighters,2009.0
I Want To Know What Love Is,Mariah Carey,2009.0
Papers,Usher,2009.0
Hell Of A Life,T.I.,2008.0
Money To Blow,Birdman,2009.0
Break,Three Days Grace,2009.0
Regret,LeToya,2009.0
Tie Me Down,New Boyz,2009.0
White Liar,Miranda Lambert,2009.0
Notion,Kings Of Leon,2009.0
3,Britney Spears,2009.0
Down,Jay Sean,2009.0
Party In The U.S.A.,Miley Cyrus,2009.0
Whatcha Say,Jason Derulo,2009.0
Run This Town,Jay,2009.0
I Gotta Feeling,The Black Eyed Peas,2010.0
Paparazzi,Lady Gaga,2008.0
You Belong With Me,Taylor Swift,2008.0
Fireflies,Owl City,2009.0
Use Somebody,Kings Of Leon,2008.0
Obsessed,Mariah Carey,2009.0
Sweet Dreams,Beyonce,2008.0
Empire State Of Mind,Jay,2009.0
Replay,Iyaz,2009.0
Forever,Drake,2009.0
One Less Lonely Girl,Justin Bieber,2009.0
Meet Me Halfway,The Black Eyed Peas,2009.0
Say Hey,"Michael Franti, Spearhead",2008.0
Already Gone,Kelly Clarkson,2009.0
Cowboy Casanova,Carrie Underwood,2009.0
One Time,Justin Bieber,2009.0
Hotel Room Service,Pitbull,2009.0
Break Up,Mario,2009.0
Need You Now,Lady Antebellum,2009.0
Sexy Chick,David Guetta,2009.0
Throw It In The Bag,Fabolous,2009.0
Love Drunk,Boys Like Girls,2009.0
Fallin' For You,Colbie Caillat,2009.0
Toes,Zac Brown Band,2008.0
It's My Life / Confessions Part II,Glee Cast,2010.0
She Wolf,Shakira,2009.0
Good Girls Go Bad,Cobra Starship,2009.0
Be On You,Flo Rida,2009.0
Successful,Drake,2009.0
American Ride,Toby Keith,2009.0
Knock You Down,Keri Hilson,2009.0
Best I Ever Had,Drake,2009.0
Evacuate The Dancefloor,Cascada,2009.0
Never Say Never,The Fray,2009.0
Big Green Tractor,Jason Aldean,2009.0
Battlefield,Jordin Sparks,2009.0
Boom Boom Pow,The Black Eyed Peas,2009.0
No Surprise,Daughtry,2009.0
I Know You Want Me,Pitbull,2009.0
Drop It Low,Ester Dean,2009.0
Please Don't Leave Me,P!nk,2008.0
21 Guns,Green Day,2009.0
I Can Transform Ya,Chris Brown,2009.0
Do I,Luke Bryan,2009.0
Hell Of A Life,T.I.,2008.0
Welcome To The Future,Brad Paisley,2009.0
All The Right Moves,OneRepublic,2009.0
Ice Cream Paint Job,Dorrough,2009.0
Small Town USA,Justin Moore,2009.0
La La La,LMFAO,2009.0
Doesn't Mean Anything,Alicia Keys,2009.0
Funhouse,P!nk,2008.0
I Want To Know What Love Is,Mariah Carey,2009.0
Number One,R. Kelly,2009.0
God In Me,Mary Mary,2008.0
Uprising,Muse,2009.0
Body Language,Jesse McCartney,2009.0
Starstrukk,3OH!3,2009.0
I Will Not Bow,Breaking Benjamin,2009.0
Runaway,Love And Theft,2009.0
Somebody To Love,Glee Cast,2009.0
Fifteen,Taylor Swift,2008.0
Under,Pleasure P,2009.0
TiK ToK,Ke$ha,2010.0
"Hey, Soul Sister",Train,2009.0
Wheels,Foo Fighters,2009.0
Red Light,David Nail,2009.0
I Wanna Make You Close Your Eyes,Dierks Bentley,2009.0
You're A Jerk,New Boyz,2009.0
Love Your Love The Most,Eric Church,2009.0
Bad Habits,Maxwell,2009.0
Break,Three Days Grace,2009.0
Haven't Met You Yet,Michael Buble,2009.0
The Fixer,Pearl Jam,2009.0
Young Forever,Jay,2009.0
Don't Stop Believin',Glee Cast,2009.0
Shots,LMFAO,2009.0
Check My Brain,Alice In Chains,2009.0
Money To Blow,Birdman,2009.0
Down,Jay Sean,2009.0
Party In The U.S.A.,Miley Cyrus,2009.0
Run This Town,Jay,2009.0
Whatcha Say,Jason Derulo,2009.0
I Gotta Feeling,The Black Eyed Peas,2010.0
Paparazzi,Lady Gaga,2008.0
You Belong With Me,Taylor Swift,2008.0
Obsessed,Mariah Carey,2009.0
Use Somebody,Kings Of Leon,2008.0
Empire State Of Mind,Jay,2009.0
Fireflies,Owl City,2009.0
Sweet Dreams,Beyonce,2008.0
Forever,Drake,2009.0
Cowboy Casanova,Carrie Underwood,2009.0
Hotel Room Service,Pitbull,2009.0
Break Up,Mario,2009.0
She Wolf,Shakira,2009.0
Say Hey,"Michael Franti, Spearhead",2008.0
Throw It In The Bag,Fabolous,2009.0
Be On You,Flo Rida,2009.0
Best I Ever Had,Drake,2009.0
Good Girls Go Bad,Cobra Starship,2009.0
Already Gone,Kelly Clarkson,2009.0
Replay,Iyaz,2009.0
Knock You Down,Keri Hilson,2009.0
One Time,Justin Bieber,2009.0
Successful,Drake,2009.0
Somebody To Love,Glee Cast,2009.0
Love Drunk,Boys Like Girls,2009.0
Need You Now,Lady Antebellum,2009.0
Fallin' For You,Colbie Caillat,2009.0
Meet Me Halfway,The Black Eyed Peas,2009.0
Toes,Zac Brown Band,2008.0
Sexy Chick,David Guetta,2009.0
Battlefield,Jordin Sparks,2009.0
Never Say Never,The Fray,2009.0
Big Green Tractor,Jason Aldean,2009.0
Boom Boom Pow,The Black Eyed Peas,2009.0
American Ride,Toby Keith,2009.0
No Surprise,Daughtry,2009.0
Evacuate The Dancefloor,Cascada,2009.0
21 Guns,Green Day,2009.0
I Know You Want Me,Pitbull,2009.0
Drop It Low,Ester Dean,2009.0
Waking Up In Vegas,Katy Perry,2008.0
Please Don't Leave Me,P!nk,2008.0
Pretty Wings,Maxwell,2009.0
Alone,Glee Cast,2009.0
Welcome To The Future,Brad Paisley,2009.0
Small Town USA,Justin Moore,2009.0
La La La,LMFAO,2009.0
Ice Cream Paint Job,Dorrough,2009.0
Do I,Luke Bryan,2009.0
I Want To Know What Love Is,Mariah Carey,2009.0
Her Diamonds,Rob Thomas,2009.0
New Divide,Linkin Park,2009.0
Doesn't Mean Anything,Alicia Keys,2009.0
The Fixer,Pearl Jam,2009.0
Uprising,Muse,2009.0
Starstrukk,3OH!3,2009.0
God In Me,Mary Mary,2008.0
Love Your Love The Most,Eric Church,2009.0
Number One,R. Kelly,2009.0
Wheels,Foo Fighters,2009.0
Funhouse,P!nk,2008.0
Runaway,Love And Theft,2009.0
Don't Stop Believin',Glee Cast,2009.0
I Will Not Bow,Breaking Benjamin,2009.0
Careful,Paramore,2009.0
Under,Pleasure P,2009.0
You're A Jerk,New Boyz,2009.0
Fifteen,Taylor Swift,2008.0
Falling Down,"Selena Gomez, The Scene",2009.0
Young Forever,Jay,2009.0
Red Light,David Nail,2009.0
Break,Three Days Grace,2009.0
Maybe This Time,Glee Cast,2009.0
Live Like We're Dying,Kris Allen,2009.0
I Wanna Make You Close Your Eyes,Dierks Bentley,2009.0
Check My Brain,Alice In Chains,2009.0
Bad Habits,Maxwell,2009.0
Boots On,Randy Houser,2009.0
"Hey, Soul Sister",Train,2009.0
Regret,LeToya,2009.0
I Gotta Feeling,The Black Eyed Peas,2010.0
Down,Jay Sean,2009.0
Party In The U.S.A.,Miley Cyrus,2009.0
Run This Town,Jay,2009.0
Whatcha Say,Jason Derulo,2009.0
You Belong With Me,Taylor Swift,2008.0
Paparazzi,Lady Gaga,2008.0
Use Somebody,Kings Of Leon,2008.0
Obsessed,Mariah Carey,2009.0
Empire State Of Mind,Jay,2009.0
Cowboy Casanova,Carrie Underwood,2009.0
Forever,Drake,2009.0
She Wolf,Shakira,2009.0
Hotel Room Service,Pitbull,2009.0
Sweet Dreams,Beyonce,2008.0
Best I Ever Had,Drake,2009.0
Good Girls Go Bad,Cobra Starship,2009.0
Throw It In The Bag,Fabolous,2009.0
Knock You Down,Keri Hilson,2009.0
Break Up,Mario,2009.0
Successful,Drake,2009.0
Say Hey,"Michael Franti, Spearhead",2008.0
Be On You,Flo Rida,2009.0
Fireflies,Owl City,2009.0
Battlefield,Jordin Sparks,2009.0
One Time,Justin Bieber,2009.0
Already Gone,Kelly Clarkson,2009.0
Love Drunk,Boys Like Girls,2009.0
Big Green Tractor,Jason Aldean,2009.0
Boom Boom Pow,The Black Eyed Peas,2009.0
21 Guns,Green Day,2009.0
Toes,Zac Brown Band,2008.0
Fallin' For You,Colbie Caillat,2009.0
No Surprise,Daughtry,2009.0
I Know You Want Me,Pitbull,2009.0
Never Say Never,The Fray,2009.0
Need You Now,Lady Antebellum,2009.0
American Ride,Toby Keith,2009.0
Waking Up In Vegas,Katy Perry,2008.0
Please Don't Leave Me,P!nk,2008.0
Pretty Wings,Maxwell,2009.0
Sexy Chick,David Guetta,2009.0
Evacuate The Dancefloor,Cascada,2009.0
Meet Me Halfway,The Black Eyed Peas,2009.0
I'm Yours,Jason Mraz,2008.0
Drop It Low,Ester Dean,2009.0
Replay,Iyaz,2009.0
Ice Cream Paint Job,Dorrough,2009.0
Small Town USA,Justin Moore,2009.0
La La La,LMFAO,2009.0
Her Diamonds,Rob Thomas,2009.0
The Fixer,Pearl Jam,2009.0
New Divide,Linkin Park,2009.0
Doesn't Mean Anything,Alicia Keys,2009.0
Welcome To The Future,Brad Paisley,2009.0
Do I,Luke Bryan,2009.0
Uprising,Muse,2009.0
I Will Not Bow,Breaking Benjamin,2009.0
God In Me,Mary Mary,2008.0
Love Your Love The Most,Eric Church,2009.0
Taking Chances,Glee Cast,2009.0
Young Forever,Jay,2009.0
Starstrukk,3OH!3,2009.0
I Want To Know What Love Is,Mariah Carey,2009.0
You're A Jerk,New Boyz,2009.0
Runaway,Love And Theft,2009.0
Number One,R. Kelly,2009.0
Under,Pleasure P,2009.0
Happy,Leona Lewis,2009.0
Somebody To Love,Glee Cast,2009.0
Ego,Beyonce,2009.0
Boots On,Randy Houser,2009.0
Fifteen,Taylor Swift,2008.0
The One,Mary J. Blige,2005.0
Falling Down,"Selena Gomez, The Scene",2009.0
I Wanna,The All,2009.0
Break,Three Days Grace,2009.0
Check My Brain,Alice In Chains,2009.0
Red Light,David Nail,2009.0
Bad Habits,Maxwell,2009.0
Funhouse,P!nk,2008.0
Summer Nights,Rascal Flatts,2009.0
Pursuit Of Happiness,Kid Cudi,2009.0
I Gotta Feeling,The Black Eyed Peas,2010.0
Run This Town,Jay,2009.0
Down,Jay Sean,2009.0
You Belong With Me,Taylor Swift,2008.0
Empire State Of Mind,Jay,2009.0
Party In The U.S.A.,Miley Cyrus,2009.0
Paparazzi,Lady Gaga,2008.0
Forever,Drake,2009.0
Use Somebody,Kings Of Leon,2008.0
Whatcha Say,Jason Derulo,2009.0
Obsessed,Mariah Carey,2009.0
Hotel Room Service,Pitbull,2009.0
She Wolf,Shakira,2009.0
Best I Ever Had,Drake,2009.0
Knock You Down,Keri Hilson,2009.0
Good Girls Go Bad,Cobra Starship,2009.0
Successful,Drake,2009.0
Sweet Dreams,Beyonce,2008.0
Throw It In The Bag,Fabolous,2009.0
Break Up,Mario,2009.0
Battlefield,Jordin Sparks,2009.0
21 Guns,Green Day,2009.0
Be On You,Flo Rida,2009.0
Say Hey,"Michael Franti, Spearhead",2008.0
Big Green Tractor,Jason Aldean,2009.0
Boom Boom Pow,The Black Eyed Peas,2009.0
One Time,Justin Bieber,2009.0
I Know You Want Me,Pitbull,2009.0
Love Drunk,Boys Like Girls,2009.0
No Surprise,Daughtry,2009.0
Already Gone,Kelly Clarkson,2009.0
Toes,Zac Brown Band,2008.0
Waking Up In Vegas,Katy Perry,2008.0
Never Say Never,The Fray,2009.0
Fallin' For You,Colbie Caillat,2009.0
Please Don't Leave Me,P!nk,2008.0
Uprising,Muse,2009.0
Pretty Wings,Maxwell,2009.0
American Ride,Toby Keith,2009.0
Young Forever,Jay,2009.0
Poker Face,Lady Gaga,2008.0
Ice Cream Paint Job,Dorrough,2009.0
Fireflies,Owl City,2009.0
Evacuate The Dancefloor,Cascada,2009.0
I'm Yours,Jason Mraz,2008.0
Happy,Leona Lewis,2009.0
Need You Now,Lady Antebellum,2009.0
Small Town USA,Justin Moore,2009.0
Sexy Chick,David Guetta,2009.0
New Divide,Linkin Park,2009.0
Her Diamonds,Rob Thomas,2009.0
Pursuit Of Happiness,Kid Cudi,2009.0
La La La,LMFAO,2009.0
Drop It Low,Ester Dean,2009.0
Welcome To The Future,Brad Paisley,2009.0
I Want To Know What Love Is,Mariah Carey,2009.0
I Will Not Bow,Breaking Benjamin,2009.0
Replay,Iyaz,2009.0
You're A Jerk,New Boyz,2009.0
Do I,Luke Bryan,2009.0
Love Your Love The Most,Eric Church,2009.0
The One,Mary J. Blige,2005.0
God In Me,Mary Mary,2008.0
Meet Me Halfway,The Black Eyed Peas,2009.0
The Fixer,Pearl Jam,2009.0
Ego,Beyonce,2009.0
Every Girl,Young Money,2009.0
Boots On,Randy Houser,2009.0
Summer Nights,Rascal Flatts,2009.0
I Look To You,Whitney Houston,2009.0
Under,Pleasure P,2009.0
Starstrukk,3OH!3,2009.0
Number One,R. Kelly,2009.0
Runaway,Love And Theft,2009.0
Break,Three Days Grace,2009.0
We Weren't Born To Follow,Bon Jovi,2009.0
Falling Down,"Selena Gomez, The Scene",2009.0
Make Her Say,Kid Cudi,2009.0
Fifteen,Taylor Swift,2008.0
I Wanna,The All,2009.0
Cowboy Casanova,Carrie Underwood,2009.0
Come Back To Me,David Cook,2008.0
Last Chance,Ginuwine,2009.0
Check My Brain,Alice In Chains,2009.0
Closer To Love,Mat Kearney,2009.0
I Gotta Feeling,The Black Eyed Peas,2010.0
Down,Jay Sean,2009.0
Party In The U.S.A.,Miley Cyrus,2009.0
Run This Town,Jay,2009.0
Use Somebody,Kings Of Leon,2008.0
You Belong With Me,Taylor Swift,2008.0
Whatcha Say,Jason Derulo,2009.0
Obsessed,Mariah Carey,2009.0
Hotel Room Service,Pitbull,2009.0
Good Girls Go Bad,Cobra Starship,2009.0
She Wolf,Shakira,2009.0
Knock You Down,Keri Hilson,2009.0
Best I Ever Had,Drake,2009.0
Throw It In The Bag,Fabolous,2009.0
Boom Boom Pow,The Black Eyed Peas,2009.0
Battlefield,Jordin Sparks,2009.0
Break Up,Mario,2009.0
Paparazzi,Lady Gaga,2008.0
Be On You,Flo Rida,2009.0
Big Green Tractor,Jason Aldean,2009.0
Say Hey,"Michael Franti, Spearhead",2008.0
Love Drunk,Boys Like Girls,2009.0
Fallin' For You,Colbie Caillat,2009.0
No Surprise,Daughtry,2009.0
I Know You Want Me,Pitbull,2009.0
21 Guns,Green Day,2009.0
Waking Up In Vegas,Katy Perry,2008.0
One Time,Justin Bieber,2009.0
Ice Cream Paint Job,Dorrough,2009.0
Toes,Zac Brown Band,2008.0
Never Say Never,The Fray,2009.0
Sweet Dreams,Beyonce,2008.0
Pretty Wings,Maxwell,2009.0
Already Gone,Kelly Clarkson,2009.0
American Ride,Toby Keith,2009.0
Please Don't Leave Me,P!nk,2008.0
I'm Yours,Jason Mraz,2008.0
Evacuate The Dancefloor,Cascada,2009.0
New Divide,Linkin Park,2009.0
Her Diamonds,Rob Thomas,2009.0
LoveGame,Lady Gaga,2008.0
Small Town USA,Justin Moore,2009.0
The Climb,Miley Cyrus,2009.0
Take A Bow,Glee Cast,2009.0
Successful,Drake,2009.0
Poker Face,Lady Gaga,2008.0
Empire State Of Mind,Jay,2009.0
You're A Jerk,New Boyz,2009.0
I Will Not Bow,Breaking Benjamin,2009.0
Fireflies,Owl City,2009.0
Need You Now,Lady Antebellum,2009.0
Sexy Chick,David Guetta,2009.0
Summer Nights,Rascal Flatts,2009.0
People Are Crazy,Billy Currington,2008.0
Every Girl,Young Money,2009.0
Replay,Iyaz,2009.0
Welcome To The Future,Brad Paisley,2009.0
Make Her Say,Kid Cudi,2009.0
Boots On,Randy Houser,2009.0
The One,Mary J. Blige,2005.0
Love Your Love The Most,Eric Church,2009.0
Ego,Beyonce,2009.0
God In Me,Mary Mary,2008.0
Young Forever,Jay,2009.0
Do I,Luke Bryan,2009.0
Don't Stop Believin',Glee Cast,2009.0
Runaway,Love And Theft,2009.0
Starstrukk,3OH!3,2009.0
Under,Pleasure P,2009.0
Send It On,Disney's Friends For Change,2009.0
The Fixer,Pearl Jam,2009.0
Number One,R. Kelly,2009.0
Last Chance,Ginuwine,2009.0
I Look To You,Whitney Houston,2009.0
She Is Love,Parachute,2009.0
Break,Three Days Grace,2009.0
Two Is Better Than One,Boys Like Girls,2009.0
Drop It Low,Ester Dean,2009.0
Shake My,Three 6 Mafia,2009.0
Falling Down,"Selena Gomez, The Scene",2009.0
Come Back To Me,David Cook,2008.0
Wetter,Twista,2009.0
Joey,Sugarland,2008.0
It's A Business Doing Pleasure With You,Tim McGraw,2009.0
I Gotta Feeling,The Black Eyed Peas,2010.0
Down,Jay Sean,2009.0
Party In The U.S.A.,Miley Cyrus,2009.0
Run This Town,Jay,2009.0
Use Somebody,Kings Of Leon,2008.0
You Belong With Me,Taylor Swift,2008.0
Obsessed,Mariah Carey,2009.0
Hotel Room Service,Pitbull,2009.0
Whatcha Say,Jason Derulo,2009.0
Best I Ever Had,Drake,2009.0
Knock You Down,Keri Hilson,2009.0
She Wolf,Shakira,2009.0
Good Girls Go Bad,Cobra Starship,2009.0
Break Up,Mario,2009.0
Fallin' For You,Colbie Caillat,2009.0
Battlefield,Jordin Sparks,2009.0
Throw It In The Bag,Fabolous,2009.0
Big Green Tractor,Jason Aldean,2009.0
Boom Boom Pow,The Black Eyed Peas,2009.0
Waking Up In Vegas,Katy Perry,2008.0
Say Hey,"Michael Franti, Spearhead",2008.0
No Surprise,Daughtry,2009.0
Be On You,Flo Rida,2009.0
I Know You Want Me,Pitbull,2009.0
Love Drunk,Boys Like Girls,2009.0
Ice Cream Paint Job,Dorrough,2009.0
21 Guns,Green Day,2009.0
One Time,Justin Bieber,2009.0
I'm Yours,Jason Mraz,2008.0
Toes,Zac Brown Band,2008.0
LoveGame,Lady Gaga,2008.0
Please Don't Leave Me,P!nk,2008.0
Pretty Wings,Maxwell,2009.0
Never Say Never,The Fray,2009.0
Her Diamonds,Rob Thomas,2009.0
New Divide,Linkin Park,2009.0
American Ride,Toby Keith,2009.0
Sweet Dreams,Beyonce,2008.0
I Will Not Bow,Breaking Benjamin,2009.0
Evacuate The Dancefloor,Cascada,2009.0
The Climb,Miley Cyrus,2009.0
Already Gone,Kelly Clarkson,2009.0
Paparazzi,Lady Gaga,2008.0
Summer Nights,Rascal Flatts,2009.0
Small Town USA,Justin Moore,2009.0
Second Chance,Shinedown,2008.0
Poker Face,Lady Gaga,2008.0
Every Girl,Young Money,2009.0
Successful,Drake,2009.0
You're A Jerk,New Boyz,2009.0
People Are Crazy,Billy Currington,2008.0
Boots On,Randy Houser,2009.0
Make Her Say,Kid Cudi,2009.0
Send It On,Disney's Friends For Change,2009.0
Love Your Love The Most,Eric Church,2009.0
Haven't Met You Yet,Michael Buble,2009.0
Ego,Beyonce,2009.0
Runaway,Love And Theft,2009.0
Welcome To The Future,Brad Paisley,2009.0
I Look To You,Whitney Houston,2009.0
Sexy Chick,David Guetta,2009.0
Need You Now,Lady Antebellum,2009.0
The One,Mary J. Blige,2005.0
Shake My,Three 6 Mafia,2009.0
God In Me,Mary Mary,2008.0
Replay,Iyaz,2009.0
She Is Love,Parachute,2009.0
It's A Business Doing Pleasure With You,Tim McGraw,2009.0
Wetter,Twista,2009.0
Fireflies,Owl City,2009.0
Last Chance,Ginuwine,2009.0
Body Language,Jesse McCartney,2009.0
The Fixer,Pearl Jam,2009.0
Do I,Luke Bryan,2009.0
Under,Pleasure P,2009.0
Number One,R. Kelly,2009.0
Joey,Sugarland,2008.0
Come Back To Me,David Cook,2008.0
Wild At Heart,Gloriana,2009.0
Starstrukk,3OH!3,2009.0
I Need A Girl,Trey Songz,2009.0
Falling Down,"Selena Gomez, The Scene",2009.0
Closer To Love,Mat Kearney,2009.0
Million Dollar Bill,Whitney Houston,2009.0
I Gotta Feeling,The Black Eyed Peas,2010.0
Down,Jay Sean,2009.0
Party In The U.S.A.,Miley Cyrus,2009.0
Use Somebody,Kings Of Leon,2008.0
You Belong With Me,Taylor Swift,2008.0
Run This Town,Jay,2009.0
Best I Ever Had,Drake,2009.0
Knock You Down,Keri Hilson,2009.0
Hotel Room Service,Pitbull,2009.0
Good Girls Go Bad,Cobra Starship,2009.0
Obsessed,Mariah Carey,2009.0
She Wolf,Shakira,2009.0
Whatcha Say,Jason Derulo,2009.0
Battlefield,Jordin Sparks,2009.0
Break Up,Mario,2009.0
Waking Up In Vegas,Katy Perry,2008.0
Boom Boom Pow,The Black Eyed Peas,2009.0
Fallin' For You,Colbie Caillat,2009.0
Throw It In The Bag,Fabolous,2009.0
Big Green Tractor,Jason Aldean,2009.0
No Surprise,Daughtry,2009.0
I Know You Want Me,Pitbull,2009.0
LoveGame,Lady Gaga,2008.0
Say Hey,"Michael Franti, Spearhead",2008.0
Love Drunk,Boys Like Girls,2009.0
Be On You,Flo Rida,2009.0
Ice Cream Paint Job,Dorrough,2009.0
21 Guns,Green Day,2009.0
New Divide,Linkin Park,2009.0
Please Don't Leave Me,P!nk,2008.0
One Time,Justin Bieber,2009.0
Her Diamonds,Rob Thomas,2009.0
Pretty Wings,Maxwell,2009.0
I'm Yours,Jason Mraz,2008.0
The Climb,Miley Cyrus,2009.0
Every Girl,Young Money,2009.0
Never Say Never,The Fray,2009.0
Summer Nights,Rascal Flatts,2009.0
Toes,Zac Brown Band,2008.0
Poker Face,Lady Gaga,2008.0
Second Chance,Shinedown,2008.0
Send It On,Disney's Friends For Change,2009.0
American Ride,Toby Keith,2009.0
Sweet Dreams,Beyonce,2008.0
Evacuate The Dancefloor,Cascada,2009.0
People Are Crazy,Billy Currington,2008.0
You're A Jerk,New Boyz,2009.0
Small Town USA,Justin Moore,2009.0
Make Her Say,Kid Cudi,2009.0
Boots On,Randy Houser,2009.0
Successful,Drake,2009.0
The Fixer,Pearl Jam,2009.0
Already Gone,Kelly Clarkson,2009.0
Ego,Beyonce,2009.0
Wetter,Twista,2009.0
Love Your Love The Most,Eric Church,2009.0
Runaway,Love And Theft,2009.0
She Is Love,Parachute,2009.0
Not Meant To Be,Theory Of A Deadman,2008.0
It's A Business Doing Pleasure With You,Tim McGraw,2009.0
So Fine,Sean Paul,2009.0
Welcome To The Future,Brad Paisley,2009.0
Wild At Heart,Gloriana,2009.0
Overcome,Creed,2009.0
Paparazzi,Lady Gaga,2008.0
God In Me,Mary Mary,2008.0
Last Chance,Ginuwine,2009.0
Sexy Chick,David Guetta,2009.0
Replay,Iyaz,2009.0
I Want You To,Weezer,2009.0
Come Back To Me,David Cook,2008.0
The One,Mary J. Blige,2005.0
Shake My,Three 6 Mafia,2009.0
I Need A Girl,Trey Songz,2009.0
Under,Pleasure P,2009.0
Starstrukk,3OH!3,2009.0
Need You Now,Lady Antebellum,2009.0
Magic,Selena Gomez,2009.0
Out Last Night,Kenny Chesney,2009.0
Falling Down,"Selena Gomez, The Scene",2009.0
Fireflies,Owl City,2009.0
Closer To Love,Mat Kearney,2009.0
Number One,R. Kelly,2009.0
Radar,Britney Spears,2009.0
I Look To You,Whitney Houston,2009.0
Chillin,Wale,2009.0
Awake And Alive,Skillet,2010.0
I Gotta Feeling,The Black Eyed Peas,2010.0
Party In The U.S.A.,Miley Cyrus,2009.0
Down,Jay Sean,2009.0
You Belong With Me,Taylor Swift,2008.0
Run This Town,Jay,2009.0
Use Somebody,Kings Of Leon,2008.0
Best I Ever Had,Drake,2009.0
Knock You Down,Keri Hilson,2009.0
Good Girls Go Bad,Cobra Starship,2009.0
Hotel Room Service,Pitbull,2009.0
Obsessed,Mariah Carey,2009.0
She Wolf,Shakira,2009.0
Boom Boom Pow,The Black Eyed Peas,2009.0
Waking Up In Vegas,Katy Perry,2008.0
Battlefield,Jordin Sparks,2009.0
Break Up,Mario,2009.0
LoveGame,Lady Gaga,2008.0
I Know You Want Me,Pitbull,2009.0
Big Green Tractor,Jason Aldean,2009.0
Send It On,Disney's Friends For Change,2009.0
Throw It In The Bag,Fabolous,2009.0
No Surprise,Daughtry,2009.0
Whatcha Say,Jason Derulo,2009.0
Every Girl,Young Money,2009.0
Love Drunk,Boys Like Girls,2009.0
21 Guns,Green Day,2009.0
New Divide,Linkin Park,2009.0
Please Don't Leave Me,P!nk,2008.0
